session_id,anonymous_user_id,customer_id,session_timestamp,session_date,channel_id,channel_name,campaign_id,source,medium,landing_page,device_type,market,is_new_visitor,page_views,session_duration_seconds,lead_created_flag,conversion_flag
S0000049,U010445,,2024-01-01 23:14:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_EDI,google,cpc_brand,/enterprise,Mobile,Edinburgh,1,4,219,0,0
S0000050,U000378,,2024-01-01 19:41:00,2024-01-01,CH08,Organic Search,CMP_ORG_MAN,google,organic,/pricing,Desktop,Manchester,1,6,325,0,0
S0000051,U026131,,2024-01-01 23:56:00,2024-01-01,CH03,Paid Social,CMP_PAI_BRI,meta,paid_social,/pricing,Mobile,Bristol,1,8,878,0,0
S0000052,U027354,,2024-01-01 03:26:00,2024-01-01,CH02,Paid Search - Non-Brand,CMP_PAI_LEE,google,cpc_nonbrand,/pricing,Desktop,Leeds,0,2,619,0,0
S0000053,U022083,,2024-01-01 04:09:00,2024-01-01,CH02,Paid Search - Non-Brand,CMP_PAI_EDI,google,cpc_nonbrand,/solutions,Mobile,Edinburgh,0,6,597,0,0
S0000054,U022875,,2024-01-01 09:21:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_BIR,google,cpc_brand,/enterprise,Mobile,Birmingham,0,6,160,0,0
S0000055,U002243,,2024-01-01 09:35:00,2024-01-01,CH04,LinkedIn,CMP_LIN_BIR,linkedin,paid_social,/pricing,Desktop,Birmingham,1,1,730,0,0
S0000056,U024281,,2024-01-01 16:00:00,2024-01-01,CH10,Partner,CMP_PAR_LON,partner,referral,/resources,Desktop,London,1,4,633,0,0
S0000057,U021109,,2024-01-01 07:53:00,2024-01-01,CH06,Display,CMP_DIS_BIR,dv360,display,/solutions,Mobile,Birmingham,1,5,301,0,0
S0000058,U004635,,2024-01-01 00:38:00,2024-01-01,CH11,Events,CMP_EVE_LIV,event,offline,/solutions,Mobile,Liverpool,0,1,869,0,0
S0000059,U013254,,2024-01-01 16:32:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_GLA,google,cpc_brand,/solutions,Mobile,Glasgow,0,2,651,0,0
S0000060,U022743,,2024-01-01 10:51:00,2024-01-01,CH04,LinkedIn,CMP_LIN_MAN,linkedin,paid_social,/resources,Desktop,Manchester,0,7,763,0,0
S0000061,U005003,,2024-01-01 05:48:00,2024-01-01,CH05,YouTube,CMP_YOU_EDI,youtube,video,/pricing,Desktop,Edinburgh,0,6,27,0,0
S0000062,U019382,,2024-01-01 14:16:00,2024-01-01,CH08,Organic Search,CMP_ORG_GLA,google,organic,/pricing,Mobile,Glasgow,1,6,439,0,0
S0000063,U005361,,2024-01-01 18:50:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_LON,google,cpc_brand,/pricing,Desktop,London,0,3,176,0,0
S0000064,U011349,,2024-01-01 12:31:00,2024-01-01,CH02,Paid Search - Non-Brand,CMP_PAI_BIR,google,cpc_nonbrand,/enterprise,Desktop,Birmingham,1,1,140,0,0
S0000065,U021461,,2024-01-01 17:31:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_LON,google,cpc_brand,/enterprise,Mobile,London,0,1,56,0,0
S0000066,U006215,,2024-01-01 21:11:00,2024-01-01,CH09,Direct,CMP_DIR_MAN,(direct),none,/resources,Mobile,Manchester,0,2,555,0,0
S0000067,U018081,,2024-01-01 05:44:00,2024-01-01,CH07,Email,CMP_EMA_GLA,crm,email,/solutions,Desktop,Glasgow,0,8,692,0,0
S0000068,U021763,,2024-01-01 12:23:00,2024-01-01,CH09,Direct,CMP_DIR_GLA,(direct),none,/solutions,Tablet,Glasgow,0,2,850,0,0
S0000069,U016285,,2024-01-01 20:27:00,2024-01-01,CH07,Email,CMP_EMA_SHE,crm,email,/pricing,Mobile,Sheffield,0,8,660,0,0
S0000070,U024999,,2024-01-01 08:00:00,2024-01-01,CH06,Display,CMP_DIS_CAR,dv360,display,/pricing,Mobile,Cardiff,1,6,745,0,0
S0000071,U024536,,2024-01-01 02:15:00,2024-01-01,CH06,Display,CMP_DIS_BIR,dv360,display,/solutions,Mobile,Birmingham,1,5,160,0,0
S0000072,U002931,,2024-01-01 07:34:00,2024-01-01,CH02,Paid Search - Non-Brand,CMP_PAI_LON,google,cpc_nonbrand,/solutions,Desktop,London,1,8,459,0,0
S0000073,U029137,,2024-01-01 13:30:00,2024-01-01,CH03,Paid Social,CMP_PAI_MAN,meta,paid_social,/pricing,Desktop,Manchester,1,3,255,0,0
S0000074,U020546,,2024-01-01 17:18:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_GLA,google,cpc_brand,/enterprise,Desktop,Glasgow,0,4,132,0,0
S0000075,U026195,,2024-01-01 22:38:00,2024-01-01,CH11,Events,CMP_EVE_GLA,event,offline,/solutions,Desktop,Glasgow,1,3,93,0,0
S0000076,U012053,,2024-01-01 22:58:00,2024-01-01,CH08,Organic Search,CMP_ORG_LON,google,organic,/resources,Desktop,London,1,4,575,0,0
S0000077,U024590,,2024-01-01 05:36:00,2024-01-01,CH05,YouTube,CMP_YOU_CAR,youtube,video,/solutions,Desktop,Cardiff,1,1,456,0,0
S0000078,U026313,,2024-01-01 23:08:00,2024-01-01,CH10,Partner,CMP_PAR_LIV,partner,referral,/enterprise,Desktop,Liverpool,0,8,818,0,0
S0000079,U027980,,2024-01-01 11:51:00,2024-01-01,CH06,Display,CMP_DIS_GLA,dv360,display,/pricing,Desktop,Glasgow,1,2,674,0,0
S0000080,U022975,,2024-01-01 05:35:00,2024-01-01,CH04,LinkedIn,CMP_LIN_LON,linkedin,paid_social,/enterprise,Mobile,London,0,6,584,0,0
S0000081,U007015,,2024-01-01 20:15:00,2024-01-01,CH11,Events,CMP_EVE_MAN,event,offline,/pricing,Desktop,Manchester,1,1,493,0,0
S0000082,U029674,,2024-01-01 22:29:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_EDI,google,cpc_brand,/resources,Mobile,Edinburgh,1,1,736,0,0
S0000083,U007156,,2024-01-01 23:54:00,2024-01-01,CH06,Display,CMP_DIS_LEE,dv360,display,/pricing,Mobile,Leeds,0,7,139,0,0
S0000084,U003577,,2024-01-01 11:26:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_GLA,google,cpc_brand,/solutions,Mobile,Glasgow,1,2,563,0,0
S0000085,U017104,,2024-01-01 06:39:00,2024-01-01,CH04,LinkedIn,CMP_LIN_LIV,linkedin,paid_social,/enterprise,Desktop,Liverpool,1,5,503,0,0
S0000086,U021867,,2024-01-01 18:56:00,2024-01-01,CH05,YouTube,CMP_YOU_MAN,youtube,video,/resources,Desktop,Manchester,1,5,256,0,0
S0000087,U010890,,2024-01-01 12:31:00,2024-01-01,CH05,YouTube,CMP_YOU_LIV,youtube,video,/pricing,Mobile,Liverpool,0,6,363,0,0
S0000088,U025650,,2024-01-01 11:26:00,2024-01-01,CH06,Display,CMP_DIS_BIR,dv360,display,/pricing,Mobile,Birmingham,0,7,425,0,0
S0000089,U019480,,2024-01-01 09:55:00,2024-01-01,CH03,Paid Social,CMP_PAI_SHE,meta,paid_social,/pricing,Desktop,Sheffield,1,5,320,0,0
S0000090,U011394,,2024-01-01 11:45:00,2024-01-01,CH11,Events,CMP_EVE_LEE,event,offline,/pricing,Desktop,Leeds,1,7,519,0,0
S0000091,U017996,,2024-01-01 23:15:00,2024-01-01,CH10,Partner,CMP_PAR_LEE,partner,referral,/solutions,Mobile,Leeds,1,5,397,0,0
S0000092,U029106,,2024-01-01 01:25:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_LEE,google,cpc_brand,/enterprise,Mobile,Leeds,0,4,434,0,0
S0000093,U028504,,2024-01-01 03:41:00,2024-01-01,CH01,Paid Search - Brand,CMP_PAI_LEE,google,cpc_brand,/pricing,Mobile,Leeds,1,5,100,0,0
S0000094,U019513,,2024-01-01 20:55:00,2024-01-01,CH09,Direct,CMP_DIR_BIR,(direct),none,/resources,Mobile,Birmingham,0,2,54,0,0
S0000095,U004969,,2024-01-01 02:46:00,2024-01-01,CH06,Display,CMP_DIS_EDI,dv360,display,/enterprise,Desktop,Edinburgh,1,2,518,0,0
S0000096,U027170,,2024-01-02 11:04:00,2024-01-02,CH03,Paid Social,CMP_PAI_SHE,meta,paid_social,/solutions,Mobile,Sheffield,1,5,389,0,0
S0000097,U003515,,2024-01-02 21:50:00,2024-01-02,CH04,LinkedIn,CMP_LIN_LON,linkedin,paid_social,/enterprise,Desktop,London,1,4,227,0,0
S0000098,U002746,,2024-01-02 19:04:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_LON,google,cpc_nonbrand,/solutions,Desktop,London,0,2,714,0,0
S0000099,U026618,,2024-01-02 13:39:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_CAR,google,cpc_nonbrand,/enterprise,Desktop,Cardiff,1,6,596,0,0
S0000100,U003041,,2024-01-02 15:23:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_GLA,google,cpc_nonbrand,/solutions,Mobile,Glasgow,1,1,167,0,0
S0000101,U007062,,2024-01-02 06:46:00,2024-01-02,CH04,LinkedIn,CMP_LIN_LON,linkedin,paid_social,/resources,Desktop,London,0,5,797,0,0
S0000102,U001193,,2024-01-02 22:58:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,google,cpc_nonbrand,/pricing,Desktop,Manchester,1,2,800,0,0
S0000103,U027013,,2024-01-02 22:59:00,2024-01-02,CH06,Display,CMP_DIS_LIV,dv360,display,/solutions,Mobile,Liverpool,0,6,820,0,0
S0000104,U011368,,2024-01-02 20:27:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_LON,google,cpc_nonbrand,/solutions,Desktop,London,1,2,436,0,0
S0000105,U027491,,2024-01-02 16:58:00,2024-01-02,CH06,Display,CMP_DIS_GLA,dv360,display,/pricing,Desktop,Glasgow,0,8,613,0,0
S0000106,U024592,,2024-01-02 13:34:00,2024-01-02,CH11,Events,CMP_EVE_MAN,event,offline,/solutions,Mobile,Manchester,0,2,228,0,0
S0000107,U000976,CU000003,2024-01-02 13:17:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_GLA,google,cpc_nonbrand,/pricing,Mobile,Glasgow,1,7,58,1,1
S0000108,U005324,,2024-01-02 07:34:00,2024-01-02,CH11,Events,CMP_EVE_MAN,event,offline,/enterprise,Mobile,Manchester,1,1,629,0,0
S0000109,U012957,,2024-01-02 15:04:00,2024-01-02,CH05,YouTube,CMP_YOU_MAN,youtube,video,/pricing,Desktop,Manchester,1,5,407,0,0
S0000110,U025581,,2024-01-02 22:33:00,2024-01-02,CH09,Direct,CMP_DIR_LEE,(direct),none,/pricing,Desktop,Leeds,1,4,629,0,0
S0000111,U000521,,2024-01-02 05:21:00,2024-01-02,CH03,Paid Social,CMP_PAI_LIV,meta,paid_social,/solutions,Desktop,Liverpool,0,7,623,0,0
S0000112,U024556,,2024-01-02 19:06:00,2024-01-02,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/solutions,Mobile,London,0,2,624,0,0
S0000113,U021636,,2024-01-02 18:02:00,2024-01-02,CH01,Paid Search - Brand,CMP_PAI_BIR,google,cpc_brand,/enterprise,Mobile,Birmingham,0,8,455,0,0
S0000114,U015088,,2024-01-02 05:33:00,2024-01-02,CH06,Display,CMP_DIS_LEE,dv360,display,/resources,Mobile,Leeds,1,1,119,0,0
S0000115,U022746,,2024-01-02 07:55:00,2024-01-02,CH07,Email,CMP_EMA_EDI,crm,email,/enterprise,Mobile,Edinburgh,1,7,496,0,0
S0000116,U003485,,2024-01-02 04:29:00,2024-01-02,CH03,Paid Social,CMP_PAI_MAN,meta,paid_social,/solutions,Mobile,Manchester,0,8,99,0,0
S0000117,U028626,,2024-01-02 16:38:00,2024-01-02,CH07,Email,CMP_EMA_CAR,crm,email,/solutions,Desktop,Cardiff,0,7,451,0,0
S0000118,U002505,,2024-01-02 21:46:00,2024-01-02,CH04,LinkedIn,CMP_LIN_LON,linkedin,paid_social,/pricing,Mobile,London,1,8,521,0,0
S0000119,U016329,,2024-01-02 14:29:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_BRI,google,cpc_nonbrand,/solutions,Tablet,Bristol,1,8,494,0,0
S0000120,U025007,,2024-01-02 22:08:00,2024-01-02,CH10,Partner,CMP_PAR_SHE,partner,referral,/pricing,Mobile,Sheffield,0,1,419,0,0
S0000121,U011895,,2024-01-02 06:14:00,2024-01-02,CH08,Organic Search,CMP_ORG_MAN,google,organic,/enterprise,Desktop,Manchester,1,6,733,0,0
S0000122,U000616,,2024-01-02 21:02:00,2024-01-02,CH06,Display,CMP_DIS_CAR,dv360,display,/enterprise,Desktop,Cardiff,1,8,581,0,0
S0000123,U005777,,2024-01-02 01:38:00,2024-01-02,CH01,Paid Search - Brand,CMP_PAI_LON,google,cpc_brand,/solutions,Desktop,London,0,6,645,0,0
S0000124,U001375,,2024-01-02 18:32:00,2024-01-02,CH11,Events,CMP_EVE_LIV,event,offline,/resources,Desktop,Liverpool,0,1,430,0,0
S0000125,U013594,,2024-01-02 09:27:00,2024-01-02,CH05,YouTube,CMP_YOU_BRI,youtube,video,/solutions,Desktop,Bristol,0,1,742,0,0
S0000126,U009429,,2024-01-02 21:06:00,2024-01-02,CH03,Paid Social,CMP_PAI_CAR,meta,paid_social,/pricing,Desktop,Cardiff,0,5,414,0,0
S0000127,U001790,,2024-01-02 18:20:00,2024-01-02,CH03,Paid Social,CMP_PAI_GLA,meta,paid_social,/pricing,Desktop,Glasgow,1,4,175,0,0
S0000128,U024494,,2024-01-02 17:58:00,2024-01-02,CH03,Paid Social,CMP_PAI_CAR,meta,paid_social,/resources,Desktop,Cardiff,0,3,590,0,0
S0000129,U014827,,2024-01-02 13:52:00,2024-01-02,CH03,Paid Social,CMP_PAI_LEE,meta,paid_social,/enterprise,Desktop,Leeds,0,3,319,0,0
S0000130,U001180,,2024-01-02 03:56:00,2024-01-02,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/enterprise,Mobile,London,0,3,594,0,0
S0000131,U021095,,2024-01-02 06:43:00,2024-01-02,CH09,Direct,CMP_DIR_MAN,(direct),none,/resources,Tablet,Manchester,1,5,234,0,0
S0000132,U009857,,2024-01-02 01:48:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_GLA,google,cpc_nonbrand,/pricing,Mobile,Glasgow,1,8,518,0,0
S0000133,U011986,,2024-01-02 23:56:00,2024-01-02,CH09,Direct,CMP_DIR_SHE,(direct),none,/pricing,Mobile,Sheffield,0,1,53,0,0
S0000134,U027476,CU000004,2024-01-02 06:24:00,2024-01-02,CH09,Direct,CMP_DIR_BIR,(direct),none,/enterprise,Mobile,Birmingham,0,2,276,1,1
S0000135,U029484,,2024-01-02 03:43:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_SHE,google,cpc_nonbrand,/solutions,Mobile,Sheffield,1,8,137,0,0
S0000136,U015487,,2024-01-02 21:21:00,2024-01-02,CH08,Organic Search,CMP_ORG_LEE,google,organic,/enterprise,Mobile,Leeds,0,5,46,0,0
S0000137,U025127,,2024-01-02 21:22:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_CAR,google,cpc_nonbrand,/enterprise,Desktop,Cardiff,0,5,815,0,0
S0000138,U002365,,2024-01-02 06:58:00,2024-01-02,CH06,Display,CMP_DIS_MAN,dv360,display,/enterprise,Desktop,Manchester,1,3,659,0,0
S0000139,U007141,,2024-01-02 19:07:00,2024-01-02,CH01,Paid Search - Brand,CMP_PAI_LON,google,cpc_brand,/pricing,Mobile,London,0,6,675,0,0
S0000140,U006772,CU000005,2024-01-02 11:48:00,2024-01-02,CH01,Paid Search - Brand,CMP_PAI_LEE,google,cpc_brand,/pricing,Mobile,Leeds,1,7,828,1,1
S0000141,U012556,,2024-01-02 09:01:00,2024-01-02,CH01,Paid Search - Brand,CMP_PAI_BRI,google,cpc_brand,/solutions,Mobile,Bristol,0,3,778,0,0
S0000142,U006098,,2024-01-02 16:10:00,2024-01-02,CH03,Paid Social,CMP_PAI_LON,meta,paid_social,/solutions,Desktop,London,1,8,469,0,0
S0000143,U025786,,2024-01-02 00:10:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,google,cpc_nonbrand,/resources,Desktop,Manchester,1,6,730,0,0
S0000144,U017922,,2024-01-02 01:38:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_MAN,google,cpc_nonbrand,/solutions,Desktop,Manchester,1,3,303,0,0
S0000145,U013208,,2024-01-02 11:24:00,2024-01-02,CH02,Paid Search - Non-Brand,CMP_PAI_LEE,google,cpc_nonbrand,/pricing,Desktop,Leeds,1,1,316,0,0
S0000146,U019106,,2024-01-02 02:35:00,2024-01-02,CH03,Paid Social,CMP_PAI_MAN,meta,paid_social,/enterprise,Desktop,Manchester,1,4,393,0,0
S0000147,U013222,CU000006,2024-01-02 20:03:00,2024-01-02,CH11,Events,CMP_EVE_GLA,event,offline,/resources,Desktop,Glasgow,1,5,353,1,1
S0000148,U004782,,2024-01-02 04:34:00,2024-01-02,CH11,Events,CMP_EVE_LON,event,offline,/enterprise,Mobile,London,1,7,833,0,0
S0000149,U017656,,2024-01-02 11:22:00,2024-01-02,CH08,Organic Search,CMP_ORG_BRI,google,organic,/enterprise,Desktop,Bristol,1,8,356,0,0
S0000150,U011098,,2024-01-02 09:44:00,2024-01-02,CH01,Paid Search - Brand,CMP_PAI_LEE,google,cpc_brand,/resources,Tablet,Leeds,1,3,491,0,0
S0000151,U021683,,2024-01-02 11:17:00,2024-01-02,CH07,Email,CMP_EMA_BRI,crm,email,/pricing,Mobile,Bristol,1,2,801,0,0
S0000152,U018764,,2024-01-02 17:17:00,2024-01-02,CH01,Paid Search - Brand,CMP_PAI_GLA,google,cpc_brand,/solutions,Desktop,Glasgow,1,4,631,0,0
S0000153,U000892,,2024-01-02 22:16:00,2024-01-02,CH08,Organic Search,CMP_ORG_MAN,google,organic,/resources,Mobile,Manchester,1,4,540,0,0
S0000154,U007491,,2024-01-02 16:31:00,2024-01-02,CH07,Email,CMP_EMA_BIR,crm,email,/enterprise,Desktop,Birmingham,1,8,863,0,0
S0000155,U023550,,2024-01-02 21:36:00,2024-01-02,CH11,Events,CMP_EVE_LON,event,offline,/solutions,Mobile,London,0,4,820,0,0
S0000156,U016784,,2024-01-02 06:17:00,2024-01-02,CH06,Display,CMP_DIS_LEE,dv360,display,/pricing,Desktop,Leeds,1,1,649,0,0
S0000157,U022375,,2024-01-02 07:08:00,2024-01-02,CH03,Paid Social,CMP_PAI_BRI,meta,paid_social,/solutions,Mobile,Bristol,1,1,751,0,0
S0000158,U005542,,2024-01-02 22:32:00,2024-01-02,CH11,Events,CMP_EVE_GLA,event,offline,/pricing,Mobile,Glasgow,0,7,286,0,0
S0000159,U010450,,2024-01-02 01:01:00,2024-01-02,CH01,Paid Search - Brand,CMP_PAI_MAN,google,cpc_brand,/pricing,Desktop,Manchester,1,4,876,0,0
S0000160,U002155,,2024-01-02 22:24:00,2024-01-02,CH09,Direct,CMP_DIR_LON,(direct),none,/resources,Desktop,London,1,7,35,0,0
S0000161,U013357,,2024-01-02 02:50:00,2024-01-02,CH08,Organic Search,CMP_ORG_LEE,google,organic,/solutions,Mobile,Leeds,0,7,764,0,0
